,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
5643,2,0,0,1,Meal Plan 1,0,Room_Type 2,93,8,13,Online,0,0,0,109.83,1,Not_Canceled
5644,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,4,20,Offline,0,0,0,80.0,2,Not_Canceled
5645,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,9,18,Offline,0,0,0,101.5,0,Not_Canceled
5646,2,0,2,2,Not Selected,0,Room_Type 1,155,7,31,Online,0,0,0,91.38,0,Canceled
5647,2,0,1,1,Meal Plan 1,0,Room_Type 1,25,8,15,Offline,0,0,0,76.5,0,Not_Canceled
5648,2,0,0,3,Meal Plan 1,0,Room_Type 1,208,12,1,Online,0,0,0,72.25,1,Canceled
5649,2,0,3,7,Meal Plan 2,0,Room_Type 1,148,7,1,Offline,0,0,0,102.25,0,Not_Canceled
5650,2,0,2,4,Not Selected,0,Room_Type 1,15,3,10,Online,0,0,0,88.0,0,Canceled
5651,2,0,0,3,Meal Plan 2,0,Room_Type 1,67,5,12,Online,0,0,0,161.1,1,Not_Canceled
5652,2,0,2,2,Meal Plan 1,0,Room_Type 4,56,5,14,Online,0,0,0,132.6,1,Not_Canceled
5653,2,0,0,3,Meal Plan 1,0,Room_Type 1,74,4,14,Online,0,0,0,105.3,2,Not_Canceled
5654,1,0,0,2,Not Selected,0,Room_Type 1,2,10,27,Online,0,0,0,139.0,3,Not_Canceled
5655,2,0,2,1,Meal Plan 1,0,Room_Type 1,19,12,5,Online,0,0,0,69.0,2,Not_Canceled
5656,2,0,2,3,Meal Plan 1,0,Room_Type 1,50,1,22,Offline,0,0,0,60.0,0,Not_Canceled
5657,2,3,0,1,Meal Plan 1,0,Room_Type 6,17,8,29,Online,0,0,0,153.0,2,Not_Canceled
5658,2,0,1,1,Not Selected,0,Room_Type 1,0,10,24,Online,0,0,0,71.73,0,Not_Canceled
5659,2,0,1,5,Meal Plan 1,0,Room_Type 1,349,10,4,Online,0,0,0,90.0,0,Canceled
5660,3,0,0,4,Meal Plan 1,0,Room_Type 4,42,8,30,Online,0,0,0,142.2,2,Not_Canceled
5661,2,0,2,2,Meal Plan 1,0,Room_Type 1,4,11,6,Offline,0,0,0,68.0,0,Not_Canceled
5662,1,0,0,1,Meal Plan 1,0,Room_Type 1,27,6,29,Corporate,1,0,7,65.0,1,Not_Canceled
5663,2,0,2,5,Meal Plan 1,0,Room_Type 4,65,9,15,Online,0,0,0,149.4,3,Not_Canceled
5664,2,0,2,4,Meal Plan 1,0,Room_Type 1,91,4,3,Online,0,0,0,83.87,1,Not_Canceled
5665,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,10,16,Online,0,0,0,101.5,0,Canceled
5666,2,0,2,5,Meal Plan 1,0,Room_Type 2,259,11,12,Online,0,0,0,72.0,0,Canceled
5667,2,1,0,1,Meal Plan 1,0,Room_Type 1,135,8,13,Online,0,0,0,130.5,1,Not_Canceled
5668,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2,17,Offline,0,0,0,75.0,0,Not_Canceled
5669,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,7,29,Corporate,0,0,0,65.0,0,Not_Canceled
5670,2,0,1,2,Meal Plan 1,0,Room_Type 1,21,8,15,Online,0,0,0,151.0,0,Canceled
5671,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,1,23,Online,0,0,0,98.0,0,Not_Canceled
5672,2,0,1,2,Meal Plan 1,0,Room_Type 1,309,5,13,Offline,0,0,0,65.0,0,Not_Canceled
5673,2,2,2,3,Meal Plan 2,0,Room_Type 6,151,8,19,Online,0,0,0,217.6,2,Canceled
5674,2,2,0,1,Meal Plan 1,0,Room_Type 6,38,10,20,Online,0,0,0,179.3,4,Not_Canceled
5675,2,0,2,3,Meal Plan 1,0,Room_Type 4,75,8,12,Online,0,0,0,149.4,1,Not_Canceled
5676,2,1,0,2,Meal Plan 1,1,Room_Type 1,4,2,5,Online,0,0,0,120.0,2,Not_Canceled
5677,2,0,0,4,Meal Plan 1,0,Room_Type 1,210,10,19,Online,0,0,0,96.3,0,Canceled
5678,3,0,3,8,Meal Plan 1,0,Room_Type 5,61,7,18,Online,0,0,0,139.34,1,Canceled
5679,2,0,2,3,Not Selected,0,Room_Type 1,43,12,16,Online,0,0,0,82.72,1,Not_Canceled
5680,2,0,0,4,Meal Plan 1,0,Room_Type 1,28,11,11,Offline,0,0,0,85.6,0,Not_Canceled
5681,2,0,0,2,Meal Plan 1,0,Room_Type 1,107,6,10,Offline,0,0,0,130.0,1,Not_Canceled
5682,2,0,2,2,Meal Plan 1,0,Room_Type 1,30,6,19,Offline,0,0,0,85.5,0,Not_Canceled
5683,3,0,0,3,Meal Plan 1,0,Room_Type 4,238,10,6,Online,0,0,0,159.3,1,Canceled
5684,2,0,1,5,Meal Plan 1,0,Room_Type 1,44,6,28,Online,0,0,0,117.9,1,Not_Canceled
5685,2,0,2,1,Meal Plan 1,0,Room_Type 4,2,9,20,Offline,0,0,0,75.0,0,Not_Canceled
5686,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,8,5,Corporate,0,0,0,65.0,0,Not_Canceled
5687,2,0,2,1,Not Selected,0,Room_Type 1,55,5,21,Online,0,0,0,116.1,0,Canceled
5688,2,0,2,4,Meal Plan 1,0,Room_Type 4,79,7,24,Online,0,0,0,120.6,3,Not_Canceled
5689,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,10,23,Online,0,0,0,115.0,1,Canceled
5690,2,0,0,4,Meal Plan 1,0,Room_Type 4,169,5,25,Online,0,0,0,123.25,0,Canceled
5691,1,0,0,3,Meal Plan 1,0,Room_Type 1,18,9,2,Online,0,0,0,76.81,2,Not_Canceled
5692,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,9,8,Online,0,0,0,70.0,0,Canceled
5693,1,0,0,1,Meal Plan 1,0,Room_Type 4,6,11,8,Corporate,0,0,0,94.0,0,Not_Canceled
5694,3,0,1,5,Meal Plan 1,1,Room_Type 4,38,8,15,Online,0,0,0,177.3,2,Not_Canceled
5695,2,0,0,2,Meal Plan 1,0,Room_Type 4,75,5,3,Online,0,0,0,140.4,1,Canceled
5696,2,0,0,2,Meal Plan 1,0,Room_Type 4,43,7,12,Online,0,0,0,149.4,1,Not_Canceled
5697,2,0,2,3,Meal Plan 1,0,Room_Type 4,14,9,4,Online,0,0,0,78.54,1,Not_Canceled
5698,2,0,1,4,Meal Plan 1,0,Room_Type 1,227,8,24,Online,0,0,0,90.95,0,Canceled
5699,1,0,1,3,Meal Plan 1,0,Room_Type 1,37,10,19,Online,0,0,0,90.9,3,Not_Canceled
5700,2,0,0,3,Not Selected,0,Room_Type 1,10,8,18,Online,0,0,0,81.0,2,Not_Canceled
5701,3,0,1,2,Meal Plan 1,0,Room_Type 1,118,12,11,Online,0,0,0,107.25,2,Not_Canceled
5702,2,0,0,1,Meal Plan 1,0,Room_Type 4,54,6,4,Online,0,0,0,159.3,0,Canceled
5703,1,0,2,2,Meal Plan 1,0,Room_Type 4,206,10,28,Online,0,0,0,109.8,3,Not_Canceled
5704,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,7,6,Online,0,0,0,110.0,0,Canceled
5705,2,0,0,1,Meal Plan 1,0,Room_Type 4,131,5,13,Online,0,0,0,114.3,1,Canceled
5706,2,0,1,1,Meal Plan 1,0,Room_Type 4,62,4,30,Online,0,0,0,140.4,0,Canceled
5707,2,0,1,1,Not Selected,0,Room_Type 1,151,8,13,Online,0,0,0,103.5,0,Canceled
5708,2,0,1,3,Meal Plan 1,0,Room_Type 1,113,7,14,Offline,0,0,0,72.25,0,Not_Canceled
5709,2,0,2,1,Meal Plan 1,0,Room_Type 1,49,4,3,Online,0,0,0,102.3,0,Not_Canceled
5710,2,0,1,1,Meal Plan 1,0,Room_Type 4,44,6,18,Offline,0,0,0,96.3,0,Not_Canceled
5711,2,0,0,4,Meal Plan 1,0,Room_Type 1,29,11,23,Online,0,0,0,68.07,0,Canceled
5712,2,0,0,3,Meal Plan 2,0,Room_Type 1,150,6,16,Offline,0,0,0,90.0,1,Not_Canceled
5713,1,0,1,2,Meal Plan 1,0,Room_Type 4,1,8,26,Online,0,0,0,174.0,1,Not_Canceled
5714,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,3,31,Offline,0,0,0,74.83,0,Not_Canceled
5715,2,0,0,2,Meal Plan 1,0,Room_Type 5,38,9,16,Online,0,0,0,137.52,0,Not_Canceled
5716,2,0,1,0,Meal Plan 1,0,Room_Type 1,150,9,26,Offline,0,0,0,80.75,0,Not_Canceled
5717,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,6,24,Online,0,0,0,95.0,0,Canceled
5718,2,1,1,2,Meal Plan 1,0,Room_Type 1,0,3,25,Offline,0,0,0,67.5,2,Not_Canceled
5719,2,0,0,4,Meal Plan 1,0,Room_Type 4,16,6,1,Online,0,0,0,135.8,0,Not_Canceled
5720,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,7,25,Online,0,0,0,94.5,0,Canceled
5721,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,11,1,Online,0,0,0,110.0,0,Canceled
5722,1,0,2,1,Meal Plan 1,0,Room_Type 1,34,6,19,Online,0,0,0,81.0,0,Canceled
5723,2,0,2,1,Not Selected,0,Room_Type 1,46,12,25,Online,0,0,0,79.2,0,Not_Canceled
5724,2,0,1,2,Meal Plan 1,0,Room_Type 1,19,5,2,Online,0,0,0,130.0,0,Not_Canceled
5725,3,0,0,1,Not Selected,0,Room_Type 4,0,5,20,Online,0,0,0,142.2,0,Not_Canceled
5726,2,0,0,2,Meal Plan 1,0,Room_Type 1,40,7,27,Online,0,0,0,135.9,1,Canceled
5727,2,2,2,1,Meal Plan 1,0,Room_Type 6,4,9,13,Online,0,0,0,186.33,1,Not_Canceled
5728,2,0,2,3,Meal Plan 1,0,Room_Type 1,24,8,19,Online,0,0,0,78.0,0,Canceled
5729,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,11,9,Online,0,0,0,205.0,1,Not_Canceled
5730,2,1,0,3,Meal Plan 1,0,Room_Type 4,26,6,1,Online,0,0,0,153.67,2,Not_Canceled
5731,2,0,0,3,Not Selected,0,Room_Type 1,52,11,9,Online,0,0,0,127.37,1,Canceled
5732,2,0,0,2,Meal Plan 1,0,Room_Type 1,154,8,24,Online,0,0,0,95.4,0,Canceled
5733,3,0,1,1,Meal Plan 1,0,Room_Type 4,22,6,27,Online,0,0,0,187.0,2,Not_Canceled
5734,1,0,0,2,Meal Plan 1,0,Room_Type 1,37,9,8,Offline,0,0,0,90.0,0,Not_Canceled
5735,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,10,12,Online,0,0,0,110.0,0,Canceled
5736,3,0,0,1,Meal Plan 1,0,Room_Type 4,148,10,25,Online,0,0,0,123.3,1,Not_Canceled
5737,2,0,2,5,Meal Plan 1,0,Room_Type 1,106,5,8,Online,0,0,0,105.28,0,Canceled
5738,2,0,0,2,Meal Plan 2,0,Room_Type 1,286,9,16,Online,0,0,0,117.0,1,Canceled
5739,3,0,0,2,Meal Plan 1,0,Room_Type 4,36,12,16,Online,0,0,0,154.0,0,Canceled
5740,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,3,17,Offline,0,0,0,74.8,0,Not_Canceled
5741,1,0,1,0,Meal Plan 1,0,Room_Type 1,6,8,8,Corporate,0,0,0,65.0,0,Canceled
5742,2,1,2,1,Meal Plan 1,0,Room_Type 1,96,7,16,Online,0,0,0,81.08,2,Not_Canceled
5743,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,6,15,Online,0,0,0,115.0,1,Canceled
5744,2,0,2,3,Meal Plan 1,0,Room_Type 2,248,12,24,Online,0,0,0,67.26,1,Not_Canceled
5745,2,0,2,6,Meal Plan 1,0,Room_Type 1,130,6,16,Online,0,0,0,117.41,1,Not_Canceled
5746,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,6,2,Offline,0,0,0,140.0,0,Not_Canceled
5747,2,0,2,2,Not Selected,0,Room_Type 1,52,12,4,Online,0,0,0,74.8,0,Canceled
5748,2,2,0,3,Meal Plan 1,0,Room_Type 6,85,4,7,Online,0,0,0,162.3,0,Canceled
5749,2,0,0,5,Not Selected,0,Room_Type 1,249,12,27,Offline,0,0,0,120.55,0,Not_Canceled
5750,2,0,0,2,Meal Plan 1,0,Room_Type 1,64,5,17,Corporate,0,0,0,140.0,0,Canceled
5751,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,9,15,Online,0,0,0,178.0,1,Not_Canceled
5752,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,12,2,Offline,0,0,0,52.0,0,Not_Canceled
5753,2,0,0,2,Not Selected,1,Room_Type 1,19,9,23,Online,0,0,0,158.0,3,Not_Canceled
5754,2,0,1,5,Not Selected,0,Room_Type 1,15,12,20,Online,0,0,0,67.32,1,Not_Canceled
5755,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,5,20,Online,0,0,0,100.0,0,Canceled
5756,2,0,2,1,Meal Plan 1,0,Room_Type 1,21,6,12,Online,0,0,0,94.35,1,Not_Canceled
5757,2,0,1,3,Meal Plan 1,0,Room_Type 1,38,9,14,Online,0,0,0,94.5,2,Not_Canceled
5758,1,0,2,1,Meal Plan 1,0,Room_Type 1,9,2,21,Online,0,0,0,85.0,0,Canceled
5759,2,0,0,1,Meal Plan 1,0,Room_Type 1,6,12,13,Corporate,1,0,2,75.0,0,Not_Canceled
5760,2,0,0,1,Meal Plan 1,0,Room_Type 1,21,6,9,Online,0,0,0,102.85,2,Not_Canceled
5761,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,6,14,Offline,0,0,0,120.0,0,Not_Canceled
5762,3,0,0,3,Meal Plan 1,0,Room_Type 4,55,8,30,Online,0,0,0,142.2,1,Not_Canceled
5763,3,0,2,1,Meal Plan 1,0,Room_Type 1,87,10,22,Offline,0,0,0,105.4,0,Not_Canceled
5764,2,0,0,4,Meal Plan 1,0,Room_Type 4,23,9,30,Online,0,0,0,116.03,1,Not_Canceled
5765,2,0,2,1,Meal Plan 2,0,Room_Type 1,56,7,3,Online,0,0,0,162.9,0,Canceled
5766,1,0,0,1,Meal Plan 1,0,Room_Type 4,4,11,8,Corporate,0,0,0,94.0,0,Not_Canceled
5767,2,0,1,2,Meal Plan 1,0,Room_Type 1,101,4,4,Online,0,0,0,80.0,0,Canceled
5768,1,0,2,1,Meal Plan 1,0,Room_Type 1,228,10,30,Online,0,0,0,93.3,0,Canceled
5769,2,0,0,2,Meal Plan 1,0,Room_Type 2,23,12,16,Online,0,0,0,77.25,1,Not_Canceled
5770,2,0,0,3,Not Selected,0,Room_Type 1,18,3,9,Online,0,0,0,85.0,1,Not_Canceled
5771,3,0,1,3,Meal Plan 1,0,Room_Type 4,175,8,15,Online,0,0,0,130.05,0,Canceled
5772,1,0,2,5,Meal Plan 1,0,Room_Type 1,93,7,3,Online,0,0,0,108.9,0,Canceled
5773,2,1,0,1,Meal Plan 1,0,Room_Type 6,0,12,10,Complementary,0,0,0,0.0,1,Not_Canceled
5774,2,0,1,2,Meal Plan 1,0,Room_Type 4,10,10,2,Online,0,0,0,186.67,2,Not_Canceled
5775,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,10,13,Offline,0,0,0,80.0,0,Not_Canceled
5776,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,9,30,Online,0,0,0,80.0,0,Canceled
5777,2,0,0,4,Meal Plan 2,0,Room_Type 1,323,5,17,Online,0,0,0,112.0,1,Canceled
5778,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,10,13,Offline,0,0,0,95.0,0,Not_Canceled
5779,2,1,1,1,Meal Plan 1,0,Room_Type 1,155,8,1,Online,0,0,0,130.5,1,Canceled
5780,2,0,2,3,Meal Plan 2,0,Room_Type 4,53,12,31,Online,0,0,0,194.4,3,Not_Canceled
5781,2,0,1,1,Meal Plan 1,0,Room_Type 1,68,2,13,Online,0,0,0,78.3,0,Canceled
5782,2,0,1,0,Meal Plan 1,0,Room_Type 1,103,4,11,Online,0,0,0,76.22,1,Not_Canceled
5783,2,0,0,1,Meal Plan 1,0,Room_Type 1,16,3,11,Corporate,0,0,0,75.0,0,Not_Canceled
5784,1,0,0,1,Meal Plan 1,0,Room_Type 1,20,6,29,Corporate,1,0,1,65.0,0,Not_Canceled
5785,2,0,2,4,Not Selected,0,Room_Type 1,31,11,30,Online,0,0,0,74.8,2,Not_Canceled
5786,2,0,2,1,Meal Plan 1,0,Room_Type 1,99,10,10,Online,0,0,0,89.25,3,Not_Canceled
5787,2,0,0,3,Meal Plan 1,1,Room_Type 4,67,3,17,Online,0,0,0,108.3,0,Not_Canceled
5788,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,6,6,Offline,0,0,0,110.0,0,Not_Canceled
5789,2,0,0,2,Not Selected,0,Room_Type 1,5,7,28,Online,0,0,0,124.0,0,Canceled
5790,3,0,1,5,Meal Plan 1,0,Room_Type 4,89,6,27,Online,0,0,0,143.7,0,Canceled
5791,2,0,0,3,Not Selected,0,Room_Type 1,25,11,1,Online,0,0,0,100.0,1,Not_Canceled
5792,2,0,2,1,Meal Plan 1,0,Room_Type 1,230,10,16,Online,0,0,0,96.3,4,Not_Canceled
5793,2,0,2,3,Not Selected,0,Room_Type 1,83,10,16,Online,0,0,0,108.0,1,Not_Canceled
5794,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,4,30,Online,0,0,0,97.71,0,Not_Canceled
5795,1,0,1,0,Meal Plan 1,1,Room_Type 1,39,7,25,Corporate,0,0,0,67.0,0,Not_Canceled
5796,2,0,1,5,Meal Plan 1,0,Room_Type 1,124,8,8,Online,0,0,0,97.01,1,Not_Canceled
5797,2,0,2,1,Not Selected,0,Room_Type 1,211,8,13,Online,0,0,0,88.5,1,Not_Canceled
5798,2,0,1,0,Not Selected,0,Room_Type 1,49,7,11,Online,0,0,0,93.15,0,Canceled
5799,2,0,2,1,Not Selected,0,Room_Type 1,127,11,12,Online,0,0,0,79.2,1,Canceled
5800,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,11,1,Online,0,0,0,110.0,0,Canceled
5801,2,0,2,5,Meal Plan 1,0,Room_Type 4,29,11,14,Online,0,0,0,70.88,1,Not_Canceled
5802,2,0,1,3,Meal Plan 1,0,Room_Type 1,122,4,18,Online,0,0,0,64.8,1,Not_Canceled
5803,2,0,2,0,Meal Plan 1,0,Room_Type 1,2,4,3,Online,0,0,0,101.0,1,Not_Canceled
5804,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,12,2,Offline,0,0,0,52.0,0,Not_Canceled
5805,1,0,2,1,Meal Plan 2,0,Room_Type 1,138,8,22,Offline,0,0,0,72.5,0,Not_Canceled
5806,2,0,0,4,Not Selected,0,Room_Type 1,237,8,10,Online,0,0,0,80.75,0,Canceled
5807,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,9,18,Offline,0,0,0,109.0,0,Not_Canceled
5808,2,0,1,1,Meal Plan 1,0,Room_Type 4,55,9,3,Online,0,0,0,123.3,2,Not_Canceled
5809,2,2,0,2,Meal Plan 1,0,Room_Type 6,110,10,14,Online,0,0,0,190.8,0,Canceled
5810,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,9,4,Online,0,0,0,88.83,0,Canceled
5811,1,0,0,2,Meal Plan 1,0,Room_Type 1,254,9,23,Online,0,0,0,119.7,0,Canceled
5812,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,10,1,Online,0,0,0,107.0,0,Not_Canceled
5813,2,1,2,1,Meal Plan 1,0,Room_Type 4,35,12,24,Online,0,0,0,119.81,1,Not_Canceled
5814,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,6,28,Online,0,0,0,143.0,1,Not_Canceled
5815,2,0,0,3,Meal Plan 1,0,Room_Type 1,5,9,8,Online,0,0,0,105.0,0,Not_Canceled
5816,2,0,1,3,Meal Plan 2,0,Room_Type 1,210,10,8,Online,0,0,0,86.0,0,Canceled
5817,2,0,2,3,Meal Plan 1,0,Room_Type 4,170,8,11,Online,0,0,0,112.2,1,Canceled
5818,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,4,8,Online,0,0,0,96.3,1,Not_Canceled
5819,2,1,1,3,Not Selected,0,Room_Type 1,5,2,8,Online,0,0,0,58.88,1,Not_Canceled
5820,2,0,2,3,Meal Plan 1,0,Room_Type 1,112,5,14,Online,0,0,0,103.53,1,Not_Canceled
5821,1,0,2,3,Not Selected,0,Room_Type 1,16,11,6,Online,0,0,0,155.6,2,Not_Canceled
5822,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2,28,Online,0,0,0,61.0,0,Canceled
5823,3,0,0,1,Meal Plan 1,0,Room_Type 4,117,10,29,Online,0,0,0,123.3,0,Not_Canceled
5824,1,0,1,0,Meal Plan 1,0,Room_Type 1,111,10,10,Online,0,0,0,120.0,0,Canceled
5825,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,12,2,Corporate,0,0,0,85.0,0,Not_Canceled
5826,2,0,0,2,Not Selected,0,Room_Type 1,51,10,5,Online,0,0,0,108.0,1,Not_Canceled
5827,2,0,1,3,Meal Plan 2,0,Room_Type 1,191,8,8,Online,0,0,0,131.75,2,Canceled
5828,2,0,2,1,Meal Plan 1,0,Room_Type 4,109,5,22,Offline,0,0,0,90.95,0,Not_Canceled
5829,1,0,2,0,Meal Plan 1,1,Room_Type 1,2,7,3,Corporate,1,0,5,67.0,0,Not_Canceled
5830,2,0,0,3,Meal Plan 1,0,Room_Type 4,13,10,6,Offline,0,0,0,75.0,1,Not_Canceled
5831,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,6,8,Offline,0,0,0,120.0,0,Not_Canceled
5832,2,0,2,2,Not Selected,0,Room_Type 1,27,12,17,Online,0,0,0,54.71,0,Not_Canceled
5833,2,0,1,2,Not Selected,0,Room_Type 1,36,10,28,Online,0,0,0,109.0,1,Not_Canceled
5834,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,7,29,Online,0,0,0,131.0,1,Not_Canceled
5835,2,0,1,1,Meal Plan 1,0,Room_Type 1,32,10,15,Offline,0,0,0,85.0,0,Not_Canceled
5836,2,0,2,2,Meal Plan 1,0,Room_Type 1,119,8,12,Online,0,0,0,114.3,1,Not_Canceled
5837,3,0,0,2,Meal Plan 1,1,Room_Type 4,38,7,19,Online,0,0,0,159.3,1,Not_Canceled
5838,0,2,2,3,Meal Plan 1,0,Room_Type 2,185,8,25,Online,0,0,0,84.82,0,Canceled
5839,2,0,1,2,Meal Plan 1,0,Room_Type 1,83,6,10,Online,0,0,0,126.9,3,Not_Canceled
5840,2,0,2,7,Meal Plan 1,0,Room_Type 1,4,8,12,Online,0,0,0,93.56,2,Not_Canceled
5841,2,0,2,1,Not Selected,0,Room_Type 1,18,12,31,Online,0,0,0,119.1,2,Not_Canceled
5842,2,0,2,1,Meal Plan 1,0,Room_Type 1,35,9,25,Online,0,0,0,117.0,2,Not_Canceled
5843,2,0,2,5,Meal Plan 1,0,Room_Type 1,195,8,8,Offline,0,0,0,72.25,0,Not_Canceled
5844,2,0,2,1,Meal Plan 1,0,Room_Type 1,25,10,8,Offline,0,0,0,85.0,0,Not_Canceled
5845,2,1,0,3,Meal Plan 1,0,Room_Type 6,124,5,31,Online,0,0,0,198.9,0,Canceled
5846,2,0,1,3,Meal Plan 1,0,Room_Type 1,62,11,21,Offline,0,0,0,75.0,0,Not_Canceled
5847,1,0,1,3,Meal Plan 1,0,Room_Type 1,152,7,11,Online,0,0,0,101.58,0,Canceled
5848,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,3,10,Online,0,0,0,109.0,1,Not_Canceled
5849,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,11,1,Online,0,0,0,110.0,0,Canceled
5850,2,0,0,1,Meal Plan 1,0,Room_Type 1,9,9,11,Online,0,0,0,105.0,2,Not_Canceled
5851,2,0,0,4,Meal Plan 1,0,Room_Type 4,15,3,1,Offline,0,0,0,54.5,0,Not_Canceled
5852,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,12,7,Online,0,0,0,104.0,1,Not_Canceled
5853,2,0,0,3,Meal Plan 1,0,Room_Type 4,5,9,13,Online,0,0,0,184.0,1,Not_Canceled
5854,2,0,1,5,Meal Plan 1,0,Room_Type 4,184,6,6,Online,0,0,0,115.32,1,Canceled
5855,2,0,1,2,Meal Plan 2,0,Room_Type 1,315,9,30,Online,0,0,0,160.0,0,Canceled
5856,2,0,1,0,Meal Plan 1,0,Room_Type 1,34,9,18,Offline,0,0,0,85.5,0,Not_Canceled
5857,1,0,0,5,Meal Plan 1,0,Room_Type 1,117,12,13,Online,0,0,0,85.0,1,Canceled
5858,2,0,2,5,Meal Plan 1,0,Room_Type 4,41,4,22,Online,0,0,0,87.09,1,Not_Canceled
5859,2,0,1,0,Not Selected,0,Room_Type 1,11,10,30,Online,0,0,0,120.0,1,Canceled
5860,2,0,1,2,Meal Plan 1,0,Room_Type 4,52,10,28,Online,0,0,0,120.6,2,Not_Canceled
5861,1,0,0,1,Not Selected,0,Room_Type 1,8,5,25,Online,0,0,0,119.0,0,Not_Canceled
5862,3,0,2,1,Meal Plan 1,0,Room_Type 1,67,3,26,Offline,0,0,0,100.81,1,Not_Canceled
5863,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,10,9,Offline,0,0,0,72.75,0,Not_Canceled
5864,1,0,0,3,Meal Plan 1,0,Room_Type 1,5,4,12,Corporate,1,0,1,104.0,3,Not_Canceled
5865,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,6,20,Online,0,0,0,120.0,0,Canceled
5866,2,0,0,1,Not Selected,0,Room_Type 1,0,6,16,Online,0,0,0,119.0,1,Not_Canceled
5867,2,0,2,0,Meal Plan 1,0,Room_Type 1,97,11,20,Online,0,0,0,94.5,1,Not_Canceled
5868,2,0,1,0,Not Selected,0,Room_Type 1,60,4,17,Online,0,0,0,94.5,0,Not_Canceled
5869,2,0,1,1,Not Selected,0,Room_Type 1,82,8,13,Online,0,0,0,107.1,1,Canceled
5870,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,10,16,Offline,0,0,0,87.0,0,Not_Canceled
5871,1,0,0,4,Meal Plan 1,0,Room_Type 1,17,1,13,Online,0,0,0,63.37,0,Not_Canceled
5872,2,1,1,3,Meal Plan 1,0,Room_Type 4,44,10,3,Online,0,0,0,104.48,1,Not_Canceled
5873,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,7,17,Online,0,0,0,109.0,0,Canceled
5874,2,0,1,3,Meal Plan 1,0,Room_Type 1,14,9,7,Online,0,0,0,109.75,1,Not_Canceled
5875,3,0,0,1,Not Selected,0,Room_Type 1,0,3,26,Online,1,0,1,135.0,1,Not_Canceled
5876,2,0,2,2,Not Selected,0,Room_Type 1,199,12,23,Online,0,0,0,74.8,1,Canceled
5877,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,10,8,Online,0,0,0,122.13,0,Not_Canceled
5878,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,10,8,Offline,0,0,0,72.75,0,Not_Canceled
5879,2,0,0,4,Meal Plan 1,0,Room_Type 4,97,12,30,Offline,0,0,0,61.0,0,Not_Canceled
5880,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,11,18,Online,0,0,0,52.0,0,Canceled
5881,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,10,14,Offline,0,0,0,120.0,0,Not_Canceled
